Precision	Recall	Confidence
1.0	0.00036832412523020257	-8.690357390150893e-06
1.0	0.0007366482504604051	-1.417188104824163e-05
1.0	0.0011049723756906078	-1.505146883573616e-05
0.9615384615384616	0.001808136614766449	-1.5077136595209595e-05
0.9406593406593406	0.002544784865226854	-1.657576831348706e-05
0.8764753764753764	0.00285774000431134	-1.6689300537109375e-05
0.8655503226931798	0.0031523993044955015	-1.7484029740444385e-05
0.8823565323565323	0.003520723429725705	-1.811981201171875e-05
0.8954280287613621	0.0038890475549559073	-1.888275073724799e-05
0.8981929181929182	0.004229039055168402	-1.9164312107022852e-05
0.9021005138652197	0.004575697055385064	-1.9284394511487335e-05
0.9033143599320069	0.004913327503512749	-1.952959064510651e-05
0.8634144387538053	0.005220264274537918	-2.502259667380713e-05
0.8731705502713908	0.005772750462383222	-2.6619973141350783e-05
0.8816258469199647	0.006141074587613424	-2.822009082592558e-05
0.8890242314874669	0.006560554841347821	-2.8280650440137833e-05
0.891027330992729	0.006900546341560316	-3.7458808947121724e-05
0.8909085286536269	0.007227945563987165	-3.890991138177924e-05
0.873258372174781	0.007829541635196493	-4.5299530029296875e-05
0.8645954535660418	0.008087368522857635	-4.532026287051849e-05
0.8710432891105161	0.008660317162104617	-5.2191993745509535e-05
0.8632685941509471	0.008918144049765759	-5.7828427088679746e-05
0.8561699596226451	0.009654792300226164	-5.980099012958817e-05
0.8333167241255476	0.009977075909802591	-6.812810897827148e-05
0.8279840551605256	0.010631874354656285	-7.177654333645478e-05
0.834600053038967	0.01135010639885518	-7.538691716035828e-05
0.8407259770004868	0.011718430524085383	-7.739820284768939e-05
0.8419500492504693	0.01222487619627691	-8.951823110692203e-05
0.8451011969774647	0.012568645379825098	-9.266535198548809e-05
0.8478835380305968	0.013147440433758274	-0.00010603666305541992
0.852790520674771	0.013515764558988477	-0.0001097286440199241
0.8573908169036845	0.01388408868421868	-0.00011339187767589465
0.8536314992197345	0.01423604284832754	-0.00011452480248408392
0.8334239849786068	0.014604366973557738	-0.00014772868598811328
0.8579364551250364	0.014604366973557738	-0.00014004341210238636
0.8380510965069788	0.01523665672186959	-0.00015244721726048738
0.8401758416464299	0.015803309222223748	-0.0001642136339796707
0.8356098107259098	0.01617163334745395	-0.00016761961160227656
0.8361619401212161	0.016487339740508408	-0.00018331278988625854
0.8384721773324715	0.01695212970806081	-0.00019606229034252465
0.8367833625007226	0.017614369044333292	-0.00020199097343720496
0.8355674321010456	0.017903766571299884	-0.0002084175794152543
0.8322358102453862	0.018315422946557167	-0.00021038056001998484
0.833775905467082	0.018683747071787372	-0.00023089036403689533
0.834295171059877	0.01895999016571002	-0.00024427686003036797
0.8354819910126815	0.01928738938813687	-0.00024981499882414937
