Precision	Recall	Confidence
0.8461538461538461	0.0007031642390758413	-1.298813549510669e-05
0.9230769230769231	0.0010714883643060439	-1.3605753338197246e-05
0.7435897435897436	0.0013784251353312128	-1.4623005881730933e-05
0.8076923076923077	0.0017467492605614152	-1.505801537859952e-05
0.8239316239316239	0.002074148482988262	-1.5735626220703125e-05
0.8532763532763532	0.0024424726082184645	-1.7264310372411273e-05
0.8742368742368741	0.002810796733448667	-1.7695956557872705e-05
0.8899572649572651	0.0033837453726956487	-2.2584741600439884e-05
0.902184235517569	0.0037520694979258514	-2.269744800287299e-05
0.8976800976800977	0.004488717748386256	-2.6248750145896338e-05
0.8999888999889	0.004828709248598751	-2.6729974706540816e-05
0.9083231583231585	0.0053811954364440555	-2.727301216509659e-05
0.8621207851977084	0.005703479046020483	-2.941718412330374e-05
0.8719693005407292	0.00612295929975488	-3.2116622605826706e-05
0.850875050875051	0.006435914438839367	-3.3020973205566406e-05
0.8565188896071251	0.006782572439056028	-3.362619099789299e-05
0.8607572742520841	0.007361367492989204	-3.437020495766774e-05
0.830031442776541	0.00768365110256563	-3.676944470498711e-05
0.8349285733186663	0.008023642602778125	-4.2733692680485547e-05
0.8255350858292034	0.008293746961280274	-4.713875750894658e-05
0.8285519335939506	0.00862114618370712	-4.882812572759576e-05
0.8363450275214983	0.008989470308937323	-4.891915887128562e-05
0.8248269207348492	0.009971667976217864	-5.3732292144559324e-05
0.8196257990375638	0.010229494863879005	-5.622013850370422e-05
0.8148407670760612	0.010487321751540147	-5.9503385273274034e-05
0.811705865778264	0.010839275915649007	-8.28063057269901e-05
0.8186797226012913	0.01120760004087921	-9.198188490699977e-05
0.82277449441315	0.011551369224427399	-9.516378486296162e-05
0.828885718743731	0.0119196933496576	-9.627964027458802e-05
0.8345895281189399	0.01255198309796945	-0.00010259528062306345
0.8345895281189399	0.01255198309796945	-9.703640535008162e-05
0.8178540424920131	0.013305373354122133	-0.00010789673979161307
0.8019114882795223	0.013532034354263799	-0.00010790144006023183
0.8048838674225671	0.013863526066970978	-0.00011134715168736875
0.8052749836213686	0.01413976916089363	-0.00011715292930603027
0.7981401428194883	0.014741365232102961	-0.00012674927711486816
0.7954140277411691	0.015396163676956655	-0.00014158299018163234
0.8009433783427592	0.016114395721155552	-0.0001474256132496521
0.8045369736495287	0.016482719846385753	-0.00015582561900373548
0.804054340625548	0.01677211737335234	-0.00015731291205156595
0.8089529821099093	0.017140441498582543	-0.00017126869352068752
0.8136126654730823	0.017508765623812747	-0.00017798940825741738
0.8132885543903899	0.01780342492399691	-0.0001944767136592418
0.8147237042882877	0.018309870596188434	-0.0002052942872978747
0.8189345291908267	0.01867819472141864	-0.00020570021297316998
0.8229582063199193	0.019046518846648843	-0.00020615951507352293
0.8246330279216602	0.019414842971879044	-0.00022228558373171836
0.8283642400935398	0.019761500972095704	-0.0002238452434539795
0.8249955406471465	0.020129825097325908	-0.00022556667681783438
0.8238574840876287	0.020792064433598392	-0.00022668104793410748
0.8257136677392094	0.021129694881726075	-0.0002356052427785471
0.8232486938619701	0.02186634313218648	-0.00025485543301329017
0.8225268783206684	0.022155740659153073	-0.0002576857805252075
0.8092586870601145	0.022620530626705465	-0.00028564815875142813
0.8245277188914374	0.022620530626705465	-0.0002619315928313881
0.8101293083343464	0.02295202233941265	-0.0002993509697262198
0.8135198563998045	0.023320346464642854	-0.0003040958836209029
0.8167914378664746	0.023688670589873062	-0.0003128775570075959
0.8183828080599993	0.0240235107037187	-0.00032621363061480224
0.8200486361719767	0.024361141151846382	-0.0003690304874908179
0.8193441218654066	0.02477039017987994	-0.0003735754289664328
0.8210446595901857	0.025065049480064102	-0.0004065990506205708
0.8224647603885845	0.02539988959390974	-0.0004604127607308328
0.8239600287422049	0.025737520042037422	-0.0004898548359051347
0.8232384310708857	0.02593584841716138	-0.0005858365329913795
0.8259578398236411	0.026283710090989905	-0.000590957177337259
0.8227673364230499	0.026744115247527657	-0.000604674918577075
0.8216812567749446	0.02702035834145031	-0.0006115870201028883
0.8243035912341367	0.02738868246668051	-0.0006265838746912777
0.8234398563228148	0.027730697725822845	-0.0006537070730701089
0.8143288744545666	0.028099021851053042	-0.0006651878356933594
0.8259621440896318	0.028099021851053042	-0.0006540646427311003
0.8163520845315865	0.028452613011274032	-0.0007005298975855112
0.817345739385796	0.0287472723114582	-0.0007057666662149131
0.8130572834481502	0.0289314343740733	-0.0007134960032999516
0.8070650045173263	0.029176983790893438	-0.0007175339851528406
0.7993061400414119	0.03193941473011995	-0.0007563186809420586
0.8006138525084066	0.03253543013276519	-0.0007699597044847906
0.8013385833370533	0.03285113652581965	-0.0007756096892990172
0.8009479758964841	0.033653556941499733	-0.0008219991577789187
0.7981144030018186	0.03402188106672993	-0.0008513768552802503
0.7965113818269997	0.034605459550860904	-0.0008514344808645546
0.7919349394756703	0.03475892793637349	-0.0008518733084201813
0.7920309521009599	0.03505358723655765	-0.000880535168107599
0.7926676920309937	0.03576304196607635	-0.0008914351346902549
0.7856654652687287	0.03684170547567909	-0.000902018800843507
0.7830205237777726	0.03704632998969587	-0.0009021006408147514
0.784674511332246	0.03734559334144541	-0.0009084370103664696
0.7825995168228949	0.03771391746667561	-0.0009085635538212955
0.7763885384311828	0.03814362894611085	-0.0009736450156196952
0.7850150777470849	0.03814362894611085	-0.0009459018474444747
0.7777321412743221	0.038802519881244876	-0.0010059087071567774
0.7788570961119797	0.03912751175644799	-0.0010158538352698088
0.7808005148931125	0.03948166956916935	-0.0010367411887273192
0.7831078778942376	0.039849993694399545	-0.0010680167470127344
0.7844991152772837	0.0404166461947537	-0.0011367343831807375
0.7718902897954343	0.04136214636677321	-0.001200233236886561
0.7798479216489955	0.04136214636677321	-0.0011897538788616657
0.7714396073457099	0.042130365256539064	-0.0012084424961358309
0.7690193289193118	0.04249278043858376	-0.0012337875086814165
0.7698918390997429	0.042808486831638216	-0.001245788880623877
0.7721478014615101	0.0433241406069605	-0.00128734961617738
0.7708295085964822	0.04365563231966768	-0.0013135274639353156
0.7721589451396978	0.044269505861718024	-0.001315895700827241
0.7743288599478912	0.04463782998694823	-0.0013192447368055582
0.7714925896703292	0.04634907556559712	-0.0013222694396972656
0.7736281729444382	0.046717399690827326	-0.0013251430355012417
0.7750628327187622	0.04705941494996965	-0.0013418197631835938
0.7763619504614035	0.04739704539809733	-0.0013513816520571709
0.7742627922340686	0.0475670411482036	-0.001365559408441186
0.7735244580004976	0.04788255409371329	-0.0013935929164290428
0.7718263229588265	0.04809740983343091	-0.0014527979074046016
0.7728622748697119	0.048424809055857755	-0.0014655112754553556
0.7713459391252407	0.04963023346570205	-0.0014683696208521724
0.7673559744371952	0.04989332212658078	-0.0014739882899448276
0.7693615263817021	0.05038442096022104	-0.0014816403854638338
0.7594994666125207	0.05118803723345058	-0.0015083923935890198
0.7659909150451063	0.05118803723345058	-0.0014864493859931827
0.7602599752964492	0.05150111273989624	-0.0015581435291096568
0.7559581575229541	0.05186943686512645	-0.0016763267340138555
0.7622578088356454	0.05186943686512645	-0.001675883075222373
0.7579585004940774	0.05223776099035665	-0.0017077502561733127
0.7585713040130958	0.052500849651235366	-0.001775236683897674
0.7568892773678288	0.05360582202692599	-0.0017863335087895393
0.7501661671450591	0.05385137144374612	-0.0018259239150211215
0.7561674964822196	0.05385137144374612	-0.0018113349797204137
