Precision	Recall	Confidence
0.9333333333333333	0.0003437691835481891	-0.00011984507000306621
0.8897435897435897	0.0010469334226240305	-0.00013301486615091562
0.9008547008547009	0.0013869249228365252	-0.000133341018226929
0.7525641025641026	0.0017092085324129525	-0.00013996577763464302
0.7902865761689292	0.002055866532629614	-0.0001464531960664317
0.8252388134741077	0.002424190657859816	-0.00014835855108685791
0.8343316813905048	0.002751589880286663	-0.00015635490126442164
0.8411513323278028	0.00307898910271351	-0.00015726088895462453
0.7818781073683034	0.003401272712289937	-0.00016546693223062903
0.7953569632981399	0.003738903160417623	-0.0001797468721633777
0.8074673692320752	0.004317698214350798	-0.00018106265633832663
0.7940999904235199	0.004587802572852947	-0.0001914501190185547
0.7757504185105996	0.005189398644062278	-0.0001932382583618164
0.7917682457598424	0.005557722769292481	-0.00020351409330032766
0.8056503627091863	0.005926046894522682	-0.00020837783813476562
0.8129895227321698	0.006266038394735177	-0.00021121616009622812
0.8239901390420422	0.006634362519965381	-0.00021491349616553634
0.8337684646508177	0.007002686645195584	-0.00022363662719726562
0.8101288288594791	0.007309623416220753	-0.00023656799749005586
0.8196223874165052	0.007882572055467734	-0.00023763830540701747
0.8282117975395287	0.008600804099666631	-0.00025155238108709455
0.8360203521968228	0.008969128224896832	-0.00026047229766845703
0.8431499021013088	0.009337452350127035	-0.00028273265343159437
0.8496853228470876	0.009705776475357237	-0.0002887513837777078
0.8499836242189183	0.010442424725817643	-0.00029473076574504375
0.8557534848258831	0.011074714474129489	-0.00029992515919730067
0.8610959483508503	0.011443038599359691	-0.0003076352586504072
0.8361927794990676	0.011995524787204996	-0.00032974424539133906
0.86605680733832	0.011995524787204996	-0.0003267474821768701
0.8349863535157653	0.012290184087389161	-0.0003299713134765625
0.8403093743700956	0.012709664341123554	-0.00034656282514333725
0.83592470642103	0.012967491228784694	-0.0003546359948813915
0.8339036780213251	0.013629730565057183	-0.0003660642250906676
0.8358476874912861	0.013961222277764362	-0.00037834190879948437
0.8364561209099026	0.014292713990471544	-0.0003947882796637714
0.8217682372094138	0.014519374990613206	-0.00039536613621748984
0.8238826091767268	0.014887699115843409	-0.00039814459159970284
0.8168213709235382	0.015200654254927896	-0.00040286779403686523
0.8080229821954042	0.01691189983357679	-0.0004109602596145123
0.810549680367792	0.017246739947422426	-0.0004169064050074667
0.8115118832856505	0.0175598154538681	-0.0004238671390339732
0.8138351934238711	0.017894655567713736	-0.00044065050315111876
0.817270153147466	0.018248813380435085	-0.00045628295629285276
0.81005946784866	0.018432975443050188	-0.000465114921098575
0.8047565590393247	0.019415173110330725	-0.0004662897263187915
